Category Name,Customer City,Customer Id,Department Id,Department Name,Latitude,Longitude,Order City,Order Id,Order Item Quantity,shipping date (DateOrders),order_latitude,order_longitude
Cardio Equipment,San Diego,78900,3,Golf,39.95703888,-74.1746521,,1284,500,2016-08-08 10:55:00,32.7174202,-117.1627728
Computers,Seattle,52332,3,Golf,34.1137352,-87.73634338,,3810,400,2016-08-08 10:55:00,47.6038321,-122.330062
Women's Clothing,Marion,64305,3,Apparel,34.06108093,-118.3267975,,6533,700,2016-08-10 08:07:00,32.7931661,-94.344488
Boxing & MMA,Santa Ana,53517,3,Footwear,41.96846008,-95.51293945,,8425,1000,2016-08-14 18:16:00,33.7494951,-117.8732213
Camping & Hiking,Chicago,51373,3,Footwear,32.71385574,-118.2007599,,6650,200,2016-08-14 18:16:00,41.8755616,-87.6244212
Electronics,San Diego,85888,3,Footwear,33.96860123,-75.08410645,,6908,600,2016-08-14 18:16:00,32.7174202,-117.1627728
Cardio Equipment,Santa Ana,11459,3,Footwear,33.63597488,-117.9125671,Santa Ana,56003,200,2017-04-01 11:59:00,33.7494951,-117.8732213
Basketball,Los Angeles,60068,3,Footwear,34.03800583,-118.4061966,,7040,900,2017-04-01 11:59:00,34.0536909,-118.242766
Boxing & MMA,Columbus,47620,3,Footwear,40.01562119,-118.2574081,,5373,500,2017-04-01 11:59:00,39.9622601,-83.0007065
Men's Footwear,Columbus,20955,3,Golf,41.89517212,-84.88657379,,8604,200,2017-04-01 11:59:00,39.9622601,-83.0007065
Electronics,Seattle,64697,3,Golf,41.895607,-98.579216,,9532,400,2017-04-01 11:59:00,47.6038321,-122.330062
Hunting & Shooting,Columbus,58086,3,Fan Shop,39.95703888,-118.2774735,,2377,300,2017-04-01 11:59:00,39.9622601,-83.0007065
Women's Apparel,Philadelphia,61925,3,Footwear,39.67436981,-95.17199707,,3448,700,2017-04-01 11:59:00,39.9527237,-75.1635262
Golf Gloves,Houston,24926,3,Footwear,33.96860123,-85.76452637,,7213,200,2017-04-01 11:59:00,29.7589382,-95.3676974
Health and Beauty,Philadelphia,74244,3,Apparel,34.0015831,-87.65660858,,7119,600,2017-04-01 11:59:00,39.9527237,-75.1635262
Computers,Columbus,25539,3,Golf,34.08999252,-118.0218811,,7202,500,2017-04-01 11:59:00,39.9622601,-83.0007065
Camping & Hiking,Aurora,41613,4,Outdoors,29.47656632,-87.65660858,,3677,800,2016-04-04 21:20:00,41.7571701,-88.3147539
Baby,Austin,66074,4,Outdoors,34.11491013,-118.4321518,,5660,1000,2016-04-04 21:20:00,30.2711286,-97.7436995
Girls' Apparel,Marion,35461,4,Outdoors,41.83272171,-80.17294312,,4985,300,2016-04-04 21:20:00,32.7931661,-94.344488
Camping & Hiking,San Francisco,76378,4,Fan Shop,41.98498154,-87.70032501,,4117,600,2016-04-04 21:20:00,37.7790262,-122.419906
Health and Beauty,Chicago,51520,4,Fan Shop,34.03247452,-118.2574081,,6461,500,2016-04-05 12:19:00,41.8755616,-87.6244212
Men's Clothing,Houston,83119,4,Fan Shop,29.47656632,-104.8145828,,6723,400,2016-04-05 12:19:00,29.7589382,-95.3676974
Cardio Equipment,Philadelphia,89287,4,Golf,33.96860123,-118.2400131,,9150,1000,2016-04-05 12:19:00,39.9527237,-75.1635262
Video Games,San Antonio,78103,4,Golf,40.01562119,-74.1746521,,5393,700,2016-04-05 12:19:00,29.4246002,-98.4951405
Women's Clothing,San Antonio,24014,4,Golf,40.01562119,-80.17294312,,9152,700,2016-04-05 12:19:00,29.4246002,-98.4951405
Electronics,Houston,45358,4,Golf,38.17819977,-118.0218811,,4978,100,2016-04-05 12:19:00,29.7589382,-95.3676974
Soccer,Miami,86185,4,Golf,41.96846008,-95.47782135,,8977,1000,2016-04-05 12:19:00,25.7741728,-80.19362
Golf Shoes,Philadelphia,25418,4,Apparel,34.06108093,-118.1886444,,5280,100,2016-04-06 09:10:00,39.9527237,-75.1635262
DVDs,Louisville,84419,4,Apparel,37.71640396,-118.2574081,,9491,1000,2016-04-06 09:10:00,38.2542376,-85.759407
Cardio Equipment,Austin,94338,4,Outdoors,34.0015831,-118.2431641,,5226,1000,2016-04-06 09:10:00,30.2711286,-97.7436995
Men's Footwear,Los Angeles,8435,4,Apparel,33.94827271,-118.2431641,Los Angeles,31468,100,2016-04-08 08:17:00,34.0536909,-118.242766
Men's Footwear,Los Angeles,8435,4,Apparel,33.94827271,-118.2431641,Los Angeles,31468,100,2016-04-08 08:17:00,34.0536909,-118.242766
Men's Footwear,Los Angeles,8435,4,Apparel,33.94827271,-118.2431641,Los Angeles,31468,100,2016-04-08 08:17:00,34.0536909,-118.242766
Crafts,San Antonio,11087,4,Golf,29.78513908,-74.1746521,,2198,1000,2016-04-08 08:17:00,29.4246002,-98.4951405
Golf Bags & Carts,Miami,24796,4,Fan Shop,40.01562119,-118.4061966,,1942,200,2016-04-08 08:17:00,25.7741728,-80.19362
DVDs,Los Angeles,64438,4,Fan Shop,47.67869949,-122.4407883,,6182,700,2016-04-08 08:17:00,34.0536909,-118.242766
As Seen on TV!,San Antonio,45152,4,Apparel,33.63597488,-118.2007599,,8003,100,2016-04-10 10:44:00,29.4246002,-98.4951405
Fishing,Columbus,60037,4,Footwear,41.89517212,-122.3217621,,6743,100,2016-04-10 10:44:00,39.9622601,-83.0007065
Video Games,Louisville,58910,4,Apparel,40.75481033,-87.73634338,,4661,900,2016-04-10 10:44:00,38.2542376,-85.759407
Books,San Antonio,91042,4,Outdoors,29.7805748,-118.0218811,,1402,100,2016-04-10 10:44:00,29.4246002,-98.4951405
Hockey,Miami,51477,4,Golf,32.71385574,-118.4061966,,5606,600,2016-04-10 10:44:00,25.7741728,-80.19362
Men's Footwear,Chicago,8990,4,Apparel,41.89567947,-87.69122315,Chicago,31845,100,2016-04-15 20:22:00,41.8755616,-87.6244212
Camping & Hiking,Marion,65345,4,Golf,34.03800583,-118.2431641,,4068,500,2016-04-15 20:22:00,32.7931661,-94.344488
Fitness Accessories,Austin,49084,4,Golf,34.1137352,-118.2774735,,9568,1000,2016-04-15 20:22:00,30.2711286,-97.7436995
Cleats,Seattle,4658,4,Apparel,47.67869949,-122.3217621,Seattle,32033,200,2016-04-16 14:14:00,47.6038321,-122.330062
Hockey,Miami,88211,4,Fan Shop,39.70932007,-87.98048401,,5530,900,2016-04-16 14:14:00,25.7741728,-80.19362
Indoor/Outdoor Games,Columbus,18065,4,Outdoors,41.89567947,-84.88657379,,4366,300,2016-04-16 14:14:00,39.9622601,-83.0007065
Fishing,Marion,32424,4,Footwear,34.03800583,-87.98048401,,3708,300,2016-04-16 14:14:00,32.7931661,-94.344488
Crafts,Columbus,16081,4,Apparel,29.7805748,-83.07437134,,1822,1000,2016-04-16 14:14:00,39.9622601,-83.0007065
Electronics,Louisville,99182,4,Apparel,41.89567947,-118.2574081,,8013,400,2016-04-16 14:14:00,38.2542376,-85.759407
other,Philadelphia,61501,4,Golf,34.11491013,-118.2574081,,5067,800,2016-04-16 14:14:00,39.9527237,-75.1635262
Cleats,Los Angeles,4609,4,Apparel,33.96860123,-118.2747421,Los Angeles,32455,300,2016-04-24 18:04:00,34.0536909,-118.242766
Lacrosse,Los Angeles,30393,4,Fan Shop,41.89517212,-87.82719421,,6895,400,2016-04-24 18:04:00,34.0536909,-118.242766
Baseball & Softball,San Antonio,99858,4,Apparel,33.63597488,-95.37239838,,9279,900,2016-04-24 18:04:00,29.4246002,-98.4951405
Golf Bags & Carts,Austin,77012,4,Outdoors,39.95703888,-118.4061966,,1236,600,2016-04-24 18:04:00,30.2711286,-97.7436995
DVDs,Houston,23082,4,Golf,39.67436981,-87.65660858,,5317,200,2016-04-24 18:04:00,29.7589382,-95.3676974
Fitness Accessories,Philadelphia,93451,4,Apparel,39.95703888,-80.19455719,,1265,400,2016-04-24 18:04:00,39.9527237,-75.1635262
Golf Shoes,Aurora,78120,4,Apparel,33.94827271,-118.2574081,,6372,800,2016-04-24 18:04:00,41.7571701,-88.3147539
Soccer,Columbus,36033,4,Footwear,34.08999252,-80.17294312,,5394,800,2016-04-24 18:04:00,39.9622601,-83.0007065
Music,Austin,54717,4,Outdoors,47.67869949,-118.2774735,,5787,700,2016-04-24 18:04:00,30.2711286,-97.7436995
Women's Apparel,Houston,79759,4,Golf,34.03247452,-118.0218811,,7769,700,2016-04-26 17:53:00,29.7589382,-95.3676974
Baseball & Softball,San Diego,24826,4,Outdoors,41.83272171,-80.19455719,,3768,1000,2016-04-26 17:53:00,32.7174202,-117.1627728
Strength Training,Chicago,47831,4,Footwear,29.47656632,-87.70032501,,8349,900,2016-04-26 17:53:00,41.8755616,-87.6244212
Golf Bags & Carts,Chicago,22096,4,Golf,34.0015831,-118.0218811,,9053,400,2016-04-26 17:53:00,41.8755616,-87.6244212
Golf Carts,Aurora,59011,4,Footwear,32.71385574,-74.1746521,,4390,300,2016-04-26 17:53:00,41.7571701,-88.3147539
Men's Footwear,Los Angeles,175,4,Apparel,34.1137352,-118.1886444,Los Angeles,32909,100,2016-04-27 09:08:00,34.0536909,-118.242766
Camping & Hiking,Miami,43264,4,Footwear,25.76825142,-118.1542206,,4708,200,2016-04-27 09:08:00,25.7741728,-80.19362
Consumer Electronics,Columbus,18362,4,Fan Shop,39.95703888,-118.3267975,,3766,600,2016-04-27 09:08:00,39.9622601,-83.0007065
Golf Gloves,Austin,38953,4,Apparel,29.88981438,-118.2431641,,2137,700,2016-04-30 03:42:00,30.2711286,-97.7436995
Cardio Equipment,Santa Ana,65655,4,Footwear,38.17819977,-80.17294312,,9157,1000,2016-04-30 03:42:00,33.7494951,-117.8732213
CDs,Austin,73064,4,Fan Shop,41.98498154,-80.17294312,,2051,600,2016-04-30 03:42:00,30.2711286,-97.7436995
Cleats,Los Angeles,11326,4,Apparel,34.02769089,-118.2007599,Los Angeles,33152,100,2016-04-30 22:16:00,34.0536909,-118.242766
Pet Supplies,Marion,28877,4,Footwear,41.89567947,-118.4321518,,6968,200,2016-04-30 22:16:00,32.7931661,-94.344488
Women's Apparel,San Francisco,85056,4,Outdoors,33.94827271,-80.19455719,,4562,600,2016-04-30 22:16:00,37.7790262,-122.419906
Lacrosse,Aurora,97768,4,Outdoors,38.17819977,-122.3217621,,2074,800,2016-05-11 13:19:00,41.7571701,-88.3147539
Golf Shoes,Miami,28088,4,Footwear,34.03800583,-97.69873047,,8105,400,2016-05-11 13:19:00,25.7741728,-80.19362
Cleats,San Francisco,6536,4,Apparel,37.71640396,-122.4407883,San Francisco,33837,100,2016-05-11 22:15:00,37.7790262,-122.419906
Cleats,San Francisco,6536,4,Apparel,37.71640396,-122.4407883,San Francisco,33837,300,2016-05-11 22:15:00,37.7790262,-122.419906
Computers,San Francisco,92536,4,Apparel,34.11491013,-118.4061966,,3682,100,2016-05-11 22:15:00,37.7790262,-122.419906
Golf Bags & Carts,Miami,72809,4,Fan Shop,25.88852501,-118.1886444,,9748,300,2016-05-11 22:15:00,25.7741728,-80.19362
Indoor/Outdoor Games,San Francisco,60305,4,Apparel,25.76825142,-83.07437134,,4936,400,2016-05-11 22:15:00,37.7790262,-122.419906
Toys,Santa Ana,46359,4,Footwear,41.83272171,-95.47782135,,4971,400,2016-05-11 22:15:00,33.7494951,-117.8732213
Garden,Miami,44793,4,Footwear,39.95703888,-75.76576996,,8981,300,2016-05-11 22:15:00,25.7741728,-80.19362
Men's Clothing,San Francisco,52415,4,Fan Shop,34.03800583,-80.19455719,,7909,1000,2016-05-20 21:32:00,37.7790262,-122.419906
Crafts,Austin,99080,4,Golf,41.895607,-95.17199707,,3603,1000,2016-05-20 21:32:00,30.2711286,-97.7436995
Golf Shoes,Aurora,98238,4,Outdoors,34.1137352,-118.4321518,,7687,800,2016-05-20 21:32:00,41.7571701,-88.3147539
Men's Footwear,San Francisco,58400,4,Footwear,40.01562119,-118.2574081,,6494,300,2016-05-20 21:32:00,37.7790262,-122.419906
Crafts,Los Angeles,99955,4,Golf,40.01562119,-122.4407883,,6670,800,2016-05-20 21:32:00,34.0536909,-118.242766
Trade-In,San Diego,53537,4,Apparel,40.75481033,-87.82719421,,2336,300,2016-05-20 21:32:00,32.7174202,-117.1627728
Men's Footwear,San Diego,1519,4,Apparel,32.71385574,-117.1392975,San Diego,34610,100,2016-05-22 05:04:00,32.7174202,-117.1627728
Golf Carts,Louisville,99740,4,Fan Shop,34.0015831,-117.1392975,,6788,500,2016-05-22 05:04:00,38.2542376,-85.759407
Men's Clothing,San Antonio,68187,4,Golf,29.71482086,-75.22582245,,2078,500,2016-05-22 05:04:00,29.4246002,-98.4951405
Men's Golf Clubs,Chicago,38587,4,Fan Shop,34.0015831,-84.88657379,,6897,400,2016-05-30 03:39:00,41.8755616,-87.6244212
Health and Beauty,Newark,73284,4,Footwear,34.03800583,-87.98048401,,1033,800,2016-05-30 03:39:00,40.735657,-74.1723667
Accessories,San Antonio,28313,4,Outdoors,37.71640396,-87.69122315,,4194,700,2016-05-30 03:39:00,29.4246002,-98.4951405
Indoor/Outdoor Games,Columbus,20207,4,Fan Shop,29.78513908,-97.69873047,,8821,700,2016-05-30 03:39:00,39.9622601,-83.0007065
Kids' Golf Clubs,Newark,14916,4,Golf,25.88852501,-87.82719421,,1005,700,2016-05-30 03:39:00,40.735657,-74.1723667
Accessories,Seattle,16185,4,Footwear,33.93173981,-118.1542206,,7718,300,2016-05-30 03:39:00,47.6038321,-122.330062
DVDs,San Antonio,10516,4,Golf,39.95703888,-87.65660858,,6869,100,2016-05-30 03:39:00,29.4246002,-98.4951405
Men's Footwear,Chicago,3585,4,Apparel,41.96846008,-87.65660858,Chicago,35357,100,2016-06-02 02:46:00,41.8755616,-87.6244212
Cleats,Chicago,3585,4,Apparel,41.96846008,-87.65660858,Chicago,35357,300,2016-06-02 02:46:00,41.8755616,-87.6244212
Men's Footwear,San Diego,93222,4,Footwear,34.08999252,-83.07437134,,9964,200,2016-06-02 02:46:00,32.7174202,-117.1627728
Trade-In,Marion,64529,4,Footwear,41.89517212,-95.37239838,,2339,200,2016-06-02 02:46:00,32.7931661,-94.344488
Women's Clothing,Austin,72532,4,Fan Shop,33.98547363,-118.2747421,,6859,100,2016-06-02 02:46:00,30.2711286,-97.7436995
Cameras,Columbus,95523,4,Footwear,30.35012245,-85.76452637,,2408,600,2016-06-02 02:46:00,39.9622601,-83.0007065
Consumer Electronics,Austin,67625,4,Fan Shop,34.0015831,-118.2747421,,2004,900,2016-06-02 02:46:00,30.2711286,-97.7436995
Men's Golf Clubs,Philadelphia,15864,4,Golf,29.47656632,-104.8145828,,7981,900,2016-06-11 05:02:00,39.9527237,-75.1635262
Health and Beauty,Newark,25397,4,Fan Shop,41.96846008,-118.3382416,,2421,900,2016-06-11 05:02:00,40.735657,-74.1723667
Men's Footwear,San Francisco,45432,4,Golf,38.17819977,-118.0218811,,2392,600,2016-06-11 05:02:00,37.7790262,-122.419906
Golf Balls,Austin,42817,4,Golf,32.52082825,-98.579216,,7026,1000,2016-06-11 05:02:00,30.2711286,-97.7436995
Crafts,Miami,49545,4,Outdoors,33.98547363,-104.8145828,,2681,800,2016-06-11 20:38:00,25.7741728,-80.19362
Health and Beauty,Houston,55830,4,Footwear,39.67436981,-87.73634338,,3686,500,2016-06-11 20:38:00,29.7589382,-95.3676974
Golf Carts,Philadelphia,50071,4,Golf,29.88981438,-87.98048401,,9502,300,2016-06-11 20:38:00,39.9527237,-75.1635262
other,Aurora,53081,4,Golf,40.01562119,-118.3382416,,7149,700,2016-06-11 20:38:00,41.7571701,-88.3147539
Men's Footwear,Chicago,10592,4,Apparel,41.895607,-87.70032501,Chicago,35840,100,2016-06-13 03:59:00,41.8755616,-87.6244212
Music,Miami,57770,4,Apparel,33.69957733,-118.1886444,,4646,200,2016-06-13 03:59:00,25.7741728,-80.19362
Golf Balls,Houston,12435,4,Outdoors,41.83272171,-117.9125671,,9358,700,2016-06-13 03:59:00,29.7589382,-95.3676974
Strength Training,Newark,74849,4,Footwear,39.95703888,-118.2747421,,3441,100,2016-06-13 03:59:00,40.735657,-74.1723667
Cleats,Los Angeles,777,4,Apparel,33.69957733,-118.0218811,Los Angeles,36341,500,2016-06-16 11:31:00,34.0536909,-118.242766
Women's Apparel,Austin,85263,4,Footwear,34.0015831,-118.1886444,,6405,700,2016-06-16 11:31:00,30.2711286,-97.7436995
Health and Beauty,Louisville,56939,4,Fan Shop,33.94827271,-87.70032501,,8140,900,2016-06-16 11:31:00,38.2542376,-85.759407
Boxing & MMA,Marion,84317,4,Outdoors,34.06108093,-118.2400131,,7691,900,2016-06-16 11:31:00,32.7931661,-94.344488
Golf Gloves,Seattle,44943,4,Apparel,41.895607,-118.4321518,,5177,500,2016-06-20 02:24:00,47.6038321,-122.330062
Trade-In,Los Angeles,45400,4,Footwear,33.93173981,-97.69873047,,3703,500,2016-06-20 02:24:00,34.0536909,-118.242766
Fitness Accessories,Chicago,17514,4,Fan Shop,34.06108093,-117.1392975,,2310,200,2016-06-20 02:24:00,41.8755616,-87.6244212
Soccer,Chicago,94874,4,Outdoors,34.06108093,-118.2774735,,6794,300,2016-06-20 02:24:00,41.8755616,-87.6244212
Cleats,Houston,79300,4,Apparel,34.1137352,-118.2747421,,9620,900,2016-06-20 02:24:00,29.7589382,-95.3676974
Men's Footwear,Los Angeles,4221,4,Apparel,33.96860123,-118.2747421,Los Angeles,36340,100,2016-06-20 11:10:00,34.0536909,-118.242766
Baby,Chicago,58983,4,Apparel,39.95703888,-97.69873047,,5407,400,2016-06-20 11:10:00,41.8755616,-87.6244212
Cleats,Los Angeles,6845,4,Apparel,33.96860123,-118.2747421,Los Angeles,37034,500,2016-06-29 14:18:00,34.0536909,-118.242766
Cleats,San Antonio,40106,4,Footwear,29.7805748,-80.19455719,,3358,300,2016-06-29 14:18:00,29.4246002,-98.4951405
Hockey,Austin,86934,4,Outdoors,34.06108093,-118.2574081,,3454,800,2016-06-29 14:18:00,30.2711286,-97.7436995
Garden,Chicago,32643,4,Fan Shop,40.01562119,-80.19455719,,8734,600,2016-06-29 14:18:00,41.8755616,-87.6244212
Electronics,Newark,38700,4,Footwear,33.69957733,-80.17294312,,5956,500,2016-06-29 14:18:00,40.735657,-74.1723667
Consumer Electronics,Houston,11936,4,Golf,29.78513908,-118.2431641,,7726,800,2016-06-29 14:18:00,29.7589382,-95.3676974
CDs,Newark,88168,4,Apparel,33.69957733,-87.98048401,,2996,200,2016-06-29 14:18:00,40.735657,-74.1723667
Cleats,Los Angeles,3121,4,Apparel,34.11491013,-118.2400131,Los Angeles,37518,400,2016-07-05 15:52:00,34.0536909,-118.242766
Accessories,Santa Ana,90874,4,Fan Shop,34.1137352,-75.22582245,,4251,600,2016-07-05 15:52:00,33.7494951,-117.8732213
Cameras,Philadelphia,55997,4,Apparel,40.01562119,-118.2007599,,6168,200,2016-07-05 15:52:00,39.9527237,-75.1635262
Women's Clothing,Newark,99775,4,Golf,40.75481033,-83.07437134,,4496,700,2016-07-05 15:52:00,40.735657,-74.1723667
Cardio Equipment,Chicago,93467,4,Outdoors,39.95703888,-118.3382416,,1476,400,2016-07-05 15:52:00,41.8755616,-87.6244212
Water Sports,San Antonio,12168,4,Apparel,34.02769089,-118.4061966,,1612,400,2016-07-05 15:52:00,29.4246002,-98.4951405
Cleats,Marion,1763,4,Apparel,40.7018013,-83.07437134,Marion,37505,200,2016-07-07 11:19:00,32.7931661,-94.344488
Cleats,Marion,1763,4,Apparel,40.7018013,-83.07437134,Marion,37505,400,2016-07-07 11:19:00,32.7931661,-94.344488
Men's Clothing,Marion,36594,4,Outdoors,39.70932007,-118.4061966,,6564,500,2016-07-07 11:19:00,32.7931661,-94.344488
Kids' Golf Clubs,San Diego,22760,4,Fan Shop,34.03247452,-75.08410645,,1310,200,2016-07-07 11:19:00,32.7174202,-117.1627728
Tennis & Racquet,Seattle,42153,4,Apparel,40.7018013,-118.2431641,,9600,700,2016-07-07 11:19:00,47.6038321,-122.330062
Kids' Golf Clubs,Newark,33968,4,Footwear,32.71385574,-87.70032501,,1638,200,2016-07-07 11:19:00,40.735657,-74.1723667
As Seen on TV!,Seattle,76395,4,Apparel,41.89517212,-87.98048401,,6835,900,2016-07-07 11:19:00,47.6038321,-122.330062
Fitness Accessories,Seattle,83732,4,Footwear,30.35012245,-117.9125671,,5381,400,2016-07-07 11:19:00,47.6038321,-122.330062
Golf Shoes,Houston,90121,4,Outdoors,47.67869949,-104.8145828,,5361,900,2016-07-07 11:19:00,29.7589382,-95.3676974
Men's Footwear,Philadelphia,7392,4,Apparel,40.01562119,-75.08410645,Philadelphia,37821,100,2016-07-08 02:01:00,39.9527237,-75.1635262
Cleats,Philadelphia,7392,4,Apparel,40.01562119,-75.08410645,Philadelphia,37821,500,2016-07-08 02:01:00,39.9527237,-75.1635262
Golf Shoes,Santa Ana,10653,4,Fan Shop,41.895607,-80.19455719,,8594,800,2016-07-08 02:01:00,33.7494951,-117.8732213
Golf Balls,Houston,55409,4,Outdoors,30.35012245,-74.1746521,,3469,600,2016-07-08 02:01:00,29.7589382,-95.3676974
Golf Gloves,San Antonio,97911,4,Outdoors,37.71640396,-118.2400131,,7552,100,2016-07-08 02:01:00,29.4246002,-98.4951405
Indoor/Outdoor Games,San Francisco,97629,4,Footwear,29.78513908,-118.4321518,,6614,400,2016-07-08 02:01:00,37.7790262,-122.419906
Men's Footwear,Los Angeles,1658,4,Apparel,34.0015831,-118.4321518,Los Angeles,38252,100,2016-07-15 09:01:00,34.0536909,-118.242766
Men's Footwear,Los Angeles,1658,4,Apparel,34.0015831,-118.4321518,Los Angeles,38252,100,2016-07-15 09:01:00,34.0536909,-118.242766
Health and Beauty,San Diego,47406,4,Golf,33.93173981,-80.19455719,,3122,100,2016-07-15 09:01:00,32.7174202,-117.1627728
Garden,Austin,94043,4,Outdoors,41.98498154,-80.17294312,,7843,800,2016-07-15 09:01:00,30.2711286,-97.7436995
Crafts,San Francisco,29282,4,Apparel,34.08999252,-75.76576996,,7900,900,2016-07-15 09:01:00,37.7790262,-122.419906
DVDs,Los Angeles,50162,4,Apparel,34.03247452,-118.1542206,,1292,800,2016-07-15 09:01:00,34.0536909,-118.242766
Cameras,Seattle,37275,4,Fan Shop,25.76825142,-87.82719421,,9055,600,2016-07-19 21:38:00,47.6038321,-122.330062
Pet Supplies,Houston,35847,4,Outdoors,33.96860123,-74.1746521,,5822,300,2016-07-19 21:38:00,29.7589382,-95.3676974
Fishing,Philadelphia,39110,4,Outdoors,29.78513908,-118.3267975,,1052,300,2016-07-19 21:38:00,39.9527237,-75.1635262
Men's Clothing,Columbus,79315,4,Footwear,34.06108093,-95.37239838,,7700,400,2016-07-19 21:38:00,39.9622601,-83.0007065
Hockey,Aurora,39911,4,Fan Shop,39.95703888,-87.73634338,,9325,200,2016-07-21 02:53:00,41.7571701,-88.3147539
other,Aurora,91546,4,Fan Shop,39.95703888,-87.69122315,,8047,800,2016-07-21 02:53:00,41.7571701,-88.3147539
Garden,Aurora,10628,4,Golf,41.895607,-95.37239838,,5037,100,2016-07-21 02:53:00,41.7571701,-88.3147539
Tennis & Racquet,San Antonio,36931,4,Footwear,29.88981438,-118.0218811,,6639,500,2016-07-21 02:53:00,29.4246002,-98.4951405
Basketball,Newark,98268,4,Golf,34.0015831,-98.579216,,5701,300,2016-07-21 02:53:00,40.735657,-74.1723667
Cleats,Los Angeles,6105,4,Apparel,33.98547363,-118.3382416,Los Angeles,38634,100,2016-07-22 22:51:00,34.0536909,-118.242766
Cleats,Los Angeles,6105,4,Apparel,33.98547363,-118.3382416,Los Angeles,38634,300,2016-07-22 22:51:00,34.0536909,-118.242766
Camping & Hiking,San Diego,60381,4,Apparel,38.17819977,-84.88657379,,9273,800,2016-07-22 22:51:00,32.7174202,-117.1627728
Golf Carts,Los Angeles,57274,4,Footwear,29.88981438,-95.47782135,,9704,1000,2016-07-22 22:51:00,34.0536909,-118.242766
Golf Carts,Santa Ana,17123,4,Apparel,41.89517212,-87.70032501,,3472,400,2016-07-22 22:51:00,33.7494951,-117.8732213
Cleats,Aurora,97046,4,Golf,33.63597488,-80.19455719,,1140,300,2016-07-22 22:51:00,41.7571701,-88.3147539
Crafts,Houston,29938,4,Golf,41.96846008,-80.17294312,,7838,500,2016-07-22 22:51:00,29.7589382,-95.3676974
Men's Footwear,Houston,5829,4,Apparel,29.7805748,-95.17199707,Houston,38864,100,2016-07-26 07:26:00,29.7589382,-95.3676974
Water Sports,Louisville,11080,4,Outdoors,29.88981438,-74.1746521,,3677,500,2016-07-26 07:26:00,38.2542376,-85.759407
Cardio Equipment,Newark,40631,4,Golf,25.76825142,-118.2431641,,5378,100,2016-07-26 07:26:00,40.735657,-74.1723667
Indoor/Outdoor Games,San Francisco,36750,4,Fan Shop,41.89517212,-118.3267975,,5538,900,2016-07-26 07:26:00,37.7790262,-122.419906
As Seen on TV!,San Diego,17947,4,Footwear,33.69957733,-84.88657379,,4508,800,2016-07-26 07:26:00,32.7174202,-117.1627728
Crafts,Austin,29045,4,Golf,41.98498154,-118.2574081,,1067,700,2016-07-26 07:26:00,30.2711286,-97.7436995
DVDs,Los Angeles,87400,4,Outdoors,29.71482086,-118.3382416,,8024,100,2016-07-26 07:26:00,34.0536909,-118.242766
Cleats,Los Angeles,90541,4,Apparel,32.71385574,-85.76452637,,3160,800,2016-07-26 13:12:00,34.0536909,-118.242766
Baseball & Softball,Miami,79577,4,Fan Shop,33.63597488,-118.1886444,,5220,400,2016-07-26 13:12:00,25.7741728,-80.19362
Hunting & Shooting,Aurora,13538,4,Footwear,34.0015831,-87.65660858,,1323,900,2016-07-26 13:12:00,41.7571701,-88.3147539
Toys,Newark,75686,4,Apparel,34.06108093,-83.07437134,,7292,700,2016-07-26 13:12:00,40.735657,-74.1723667
Women's Clothing,Los Angeles,53152,4,Footwear,33.63597488,-118.4321518,,4509,900,2016-07-28 01:18:00,34.0536909,-118.242766
Toys,Marion,60138,4,Outdoors,41.98498154,-118.1542206,,9697,100,2016-07-28 01:18:00,32.7931661,-94.344488
Electronics,Newark,91021,4,Apparel,33.93173981,-83.07437134,,7188,100,2016-07-28 01:18:00,40.735657,-74.1723667
Hockey,Louisville,49560,4,Golf,34.03247452,-118.3382416,,7895,800,2016-07-28 01:18:00,38.2542376,-85.759407
Water Sports,Miami,99085,4,Apparel,37.71640396,-117.9125671,,2686,600,2016-07-28 01:18:00,25.7741728,-80.19362
Cleats,Miami,11768,4,Apparel,25.76825142,-80.19455719,Miami,39588,500,2016-08-02 21:05:00,25.7741728,-80.19362
Golf Gloves,Columbus,24056,4,Fan Shop,41.83272171,-118.2400131,,8687,600,2016-08-02 21:05:00,39.9622601,-83.0007065
Camping & Hiking,Newark,98550,4,Footwear,41.895607,-118.2007599,,3175,300,2016-08-02 21:05:00,40.735657,-74.1723667
Kids' Golf Clubs,Aurora,69938,4,Footwear,25.76825142,-97.69873047,,5456,100,2016-08-02 21:05:00,41.7571701,-88.3147539
Men's Clothing,Marion,24083,4,Fan Shop,39.70932007,-84.88657379,,3706,100,2016-08-02 21:05:00,32.7931661,-94.344488
Cleats,Miami,5028,4,Apparel,25.88852501,-80.17294312,Miami,39583,500,2016-08-04 19:20:00,25.7741728,-80.19362
Girls' Apparel,San Diego,89502,4,Outdoors,34.11491013,-84.88657379,,3853,1000,2016-08-04 19:20:00,32.7174202,-117.1627728
Garden,Aurora,24748,4,Golf,33.69957733,-83.07437134,,7940,400,2016-08-04 19:20:00,41.7571701,-88.3147539
Baseball & Softball,Santa Ana,15991,4,Apparel,34.1137352,-87.73634338,,3290,100,2016-08-04 19:20:00,33.7494951,-117.8732213
Cardio Equipment,Houston,35735,4,Fan Shop,39.70932007,-118.1886444,,8076,200,2016-08-04 19:20:00,29.7589382,-95.3676974
